card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set,image_url
OP10-065,Sugar,R,CHARACTER,1,Special,1000,1000,Purple,3,Donquixote Pirates,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-065.png?250425
OP10-066,Giolla,UC,CHARACTER,2,Special,2000,2000,Purple,3,Donquixote Pirates,[On Your Opponent's Attack] [Once Per Turn] You may rest 2 of your DON!! cards: Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-066.png?250425
OP10-067,Senor Pink,R,CHARACTER,5,Special,6000,-,Purple,3,Donquixote Pirates,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Add up to 1 purple Event with a cost of 5 or less from your trash to your hand. Then, set up to 1 of your DON!! cards as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-067.png?250425
OP10-067,Senor Pink,R,CHARACTER,5,Special,6000,-,Purple,3,Donquixote Pirates,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Add up to 1 purple Event with a cost of 5 or less from your trash to your hand. Then, set up to 1 of your DON!! cards as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-067_p1.png?250425
OP10-068,Diamante,C,CHARACTER,5,Slash,7000,1000,Purple,3,Donquixote Pirates,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-068.png?250425
OP10-069,Fighting Fish,C,CHARACTER,4,Strike,6000,-,Purple,3,Animal/Dressrosa,[DON!! x1] [When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-069.png?250425
OP10-070,Trebol,C,CHARACTER,4,Special,5000,1000,Purple,3,Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] All of your Characters with 1000 base power or less cannot be K.O.'d by your opponent's effects until the end of your opponent's next turn.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-070.png?250425
OP10-071,Donquixote Doflamingo,SR,CHARACTER,8,Special,9000,-,Purple,3,The Seven Warlords of the Sea/Donquixote Pirates,[On Play] DON!! −1: Play up to 1 {Donquixote Pirates} type Character card with a cost of 5 or less from your hand.[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-071.png?250425
OP10-071,Donquixote Doflamingo,SR,CHARACTER,8,Special,9000,-,Purple,3,The Seven Warlords of the Sea/Donquixote Pirates,[On Play] DON!! −1: Play up to 1 {Donquixote Pirates} type Character card with a cost of 5 or less from your hand.[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-071_p1.png?250425
OP10-072,Donquixote Rosinante,SR,CHARACTER,5,Special,6000,1000,Purple,3,Navy/Donquixote Pirates,"[On Play] You may trash 1 Event from your hand: Draw 2 cards.[End of Your Turn] If you have 7 or more DON!! cards on your field, set up to 2 of your DON!! cards as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-072.png?250425
OP10-072,Donquixote Rosinante,SR,CHARACTER,5,Special,6000,1000,Purple,3,Navy/Donquixote Pirates,"[On Play] You may trash 1 Event from your hand: Draw 2 cards.[End of Your Turn] If you have 7 or more DON!! cards on your field, set up to 2 of your DON!! cards as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-072_p1.png?250425
OP10-073,Buffalo,C,CHARACTER,4,Strike,6000,1000,Purple,3,Donquixote Pirates,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-073.png?250425
OP10-074,Pica,UC,CHARACTER,4,Strike,5000,1000,Purple,3,Donquixote Pirates,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may rest 2 of your active DON!! cards instead.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-074.png?250425
OP10-075,Foxy,UC,CHARACTER,2,Special,1000,2000,Purple,3,Foxy Pirates,"[Activate: Main] You may trash this Character: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-075.png?250425
OP10-076,Baby 5,UC,CHARACTER,3,Special,1000,2000,Purple,3,Donquixote Pirates,"[On Play] You may trash 1 card from your hand: If your Leader has the {Donquixote Pirates} type, add up to 1 DON!! card from your DON!! deck and set it as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-076.png?250425
OP10-077,Bellamy,C,CHARACTER,3,Strike,4000,1000,Purple,3,Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] You may rest 2 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-077.png?250425
OP10-078,I Do Not Forgive Those Who Laugh at My Family!!!,R,EVENT,1,,-,-,Purple,3,The Seven Warlords of the Sea/Donquixote Pirates,"[Main]/[Counter] Look at 3 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card other than [I Do Not Forgive Those Who Laugh at My Family!!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-078.png?250425
OP10-079,God Thread,UC,EVENT,5,,-,-,Purple,3,The Seven Warlords of the Sea/Donquixote Pirates,"[Main] K.O. up to 1 of your opponent's Characters with a cost 5 or less. Then, add up to 1 DON!! card from your DON!! deck and set it as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-079.png?250425
OP10-080,Little Black Bears,C,EVENT,3,,-,-,Purple,3,Donquixote Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 7 or more DON!! cards on your field and 5 or less cards in your hand, draw 1 card.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-080.png?250425
OP10-081,Usopp,C,CHARACTER,4,Ranged,5000,1000,Black,3,Dressrosa/Straw Hat Crew,"[On Play] You may rest 1 of your {Dressrosa} type Leader or Stage cards: K.O. up to 1 of your opponent's Characters with a cost of 2 or less. Then, trash 2 cards from the top of your deck.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-081.png?250425
OP10-082,Kuzan,SR,CHARACTER,5,Special,5000,-,Black,3,Former Navy/Blackbeard Pirates,"This Character cannot be removed from the field by your opponent's effects.[Activate: Main] You may trash this Character: Draw 1 card. Then, play up to 1 {Blackbeard Pirates} type Character card with a cost of 5 or less other than [Kuzan] from your trash.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-082.png?250425
OP10-082,Kuzan,SR,CHARACTER,5,Special,5000,-,Black,3,Former Navy/Blackbeard Pirates,"This Character cannot be removed from the field by your opponent's effects.[Activate: Main] You may trash this Character: Draw 1 card. Then, play up to 1 {Blackbeard Pirates} type Character card with a cost of 5 or less other than [Kuzan] from your trash.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-082_p1.png?250425
OP10-083,Kouzuki Momonosuke,UC,CHARACTER,2,Slash,-,2000,Black,3,Dressrosa/Land of Wano/Kouzuki Clan,[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: Give up to 1 of your opponent's Characters -2 cost during this turn.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-083.png?250425
OP10-084,Sanjuan.Wolf,C,CHARACTER,5,Special,7000,1000,Black,3,Giant/Blackbeard Pirates,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-084.png?250425
OP10-085,Jesus Burgess,UC,CHARACTER,5,Strike,6000,-,Black,3,Dressrosa/Blackbeard Pirates,"[DON!! x1] If you have 8 or more cards in your trash, this Character gains [Rush].",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-085.png?250425
OP10-086,Shiryu,R,CHARACTER,4,Slash,5000,1000,Black,3,Blackbeard Pirates,"[Opponent's Turn] This Character gains +2000 power.[Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type, and this Character was played on this turn, K.O. up to 1 of your opponent's Characters with a base cost of 3 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-086.png?250425
OP10-087,Tony Tony.Chopper,UC,CHARACTER,2,Strike,-,1000,Black,3,Animal/Dressrosa/Straw Hat Crew,"[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand. Then, trash 2 cards from the top of your deck.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-087.png?250425
OP10-088,Nami,UC,CHARACTER,2,Special,-,1000,Black,3,Dressrosa/Straw Hat Crew,"[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: Draw 1 card. Then, trash 2 cards from the top of your deck.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-088.png?250425
OP10-089,Nico Robin,C,CHARACTER,6,Strike,8000,1000,Black,3,Dressrosa/Straw Hat Crew,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-089.png?250425
OP10-090,Franky,R,CHARACTER,4,Strike,5000,1000,Black,3,Dressrosa/Straw Hat Crew,[Blocker][On K.O.] Play up to 1 {Dressrosa} type Character card with a cost of 3 or less from your trash rested.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-090.png?250425
OP10-090,Franky,R,CHARACTER,4,Strike,5000,1000,Black,3,Dressrosa/Straw Hat Crew,[Blocker][On K.O.] Play up to 1 {Dressrosa} type Character card with a cost of 3 or less from your trash rested.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-090_p1.png?250425
OP10-091,Brook,C,CHARACTER,3,Slash,-,1000,Black,3,Dressrosa/Straw Hat Crew,"[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 2 cards from the top of your deck.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-091.png?250425
OP10-092,Perona,C,CHARACTER,4,Special,5000,1000,Black,3,Thriller Bark Pirates,[Activate: Main] [Once Per Turn] You may place 2 {Thriller Bark Pirates} type cards from your trash at the bottom of your deck in any order: Up to 1 of your Characters other than [Perona] gains +2000 power during this turn.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-092.png?250425
OP10-093,Saint Homing,C,CHARACTER,1,Wisdom,-,1000,Black,3,Celestial Dragons,[Activate: Main] You may trash this Character: Up to 1 of your black Characters gains +3 cost until the end of your opponent's next turn.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-093.png?250425
OP10-094,Ryuma,UC,CHARACTER,4,Slash,6000,-,Black,3,Land of Wano/Thriller Bark Pirates,[DON!! x1] This Character gains [Double Attack].,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-094.png?250425
OP10-095,Roronoa Zoro,R,CHARACTER,4,Slash,6000,-,Black,3,Dressrosa/Supernovas/Straw Hat Crew,"[On Play] You may rest 1 of your {Dressrosa} type Leader or Stage cards: K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, trash 2 cards from the top of your deck.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-095.png?250425
OP10-096,There’s No Longer Any Need for the Seven Warlords of the Sea!!!,UC,EVENT,4,,-,-,Black,3,Navy,[Main] K.O. up to 1 of your opponent's {The Seven Warlords of the Sea} type Characters with a cost of 8 or less.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-096.png?250425
OP10-097,Gum-Gum Rhino Schneider,C,EVENT,1,,-,-,Black,3,Dressrosa/Supernovas/Straw Hat Crew,"[Main] Up to 1 of your {Dressrosa} type Characters gains +2000 power during this turn. Then, if you have 10 or more cards in your trash, that card gains [Banish] during this turn.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-097.png?250425
OP10-098,Liberation,R,EVENT,6,,-,-,Black,3,Blackbeard Pirates,"[Main] If the number of your Characters is at least 2 less than the number of your opponent's Characters, K.O. up to 1 of your opponent's Characters with a base cost of 6 or less and up to 1 of your opponent's Characters with a base cost of 4 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-098.png?250425
OP10-099,"Eustass""Captain""Kid",L,LEADER,Life5,Special,5000,-,Yellow,3,Supernovas/Kid Pirates,[End of Your Turn] You may turn 1 card from the top of your Life cards face-up: Set up to 1 of your {Supernovas} type Characters with a cost of 3 to 8 as active. That Character gains [Blocker] until the end of your opponent's next turn.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-099.png?250425
OP10-099,"Eustass""Captain""Kid",L,LEADER,Life5,Special,5000,-,Yellow,3,Supernovas/Kid Pirates,[End of Your Turn] You may turn 1 card from the top of your Life cards face-up: Set up to 1 of your {Supernovas} type Characters with a cost of 3 to 8 as active. That Character gains [Blocker] until the end of your opponent's next turn.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-099_p1.png?250425
OP10-100,Inazuma,C,CHARACTER,4,Slash,5000,1000,Yellow,3,Revolutionary Army,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-100.png?250425
OP10-101,Urouge,C,CHARACTER,5,Strike,7000,1000,Yellow,3,Supernovas/Fallen Monk Pirates,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-101.png?250425
OP10-102,Emporio.Ivankov,C,CHARACTER,5,Special,6000,1000,Yellow,3,Revolutionary Army,"[Activate: Main] [Once Per Turn] Up to 3 of your {Revolutionary Army} type Characters gain +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-102.png?250425
OP10-103,"Capone""Gang""Bege",R,CHARACTER,1,Ranged,-,2000,Yellow,3,Supernovas/Firetank Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 {Supernovas} type Character card from your hand to the top of your Life cards face-up.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-103.png?250425
OP10-104,Caribou,UC,CHARACTER,4,Special,5000,1000,Yellow,3,Supernovas/Caribou Pirates,"[DON!! x1] If your Leader has the {Supernovas} type and your opponent has 3 or more Life cards, this Character cannot be K.O.'d in battle.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-104.png?250425
OP10-105,Cavendish,C,CHARACTER,6,Slash,8000,1000,Yellow,3,Dressrosa/Supernovas/Beautiful Pirates,-,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-105.png?250425
OP10-106,Killer,UC,CHARACTER,3,Slash,5000,-,Yellow,3,Supernovas/Kid Pirates,"[On K.O.] If your Leader has the {Supernovas} type, look at 3 cards from the top of your deck; reveal up to 1 {Supernovas} or {Kid Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-106.png?250425
OP10-107,Jewelry Bonney,UC,CHARACTER,3,Special,4000,1000,Yellow,3,Supernovas/Bonney Pirates,[Blocker][On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 {Supernovas} type Character card with a cost of 5 from your hand to the top of your Life cards face-up.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-107.png?250425
OP10-108,Scratchmen Apoo,C,CHARACTER,1,Ranged,1000,1000,Yellow,3,Supernovas/On-Air Pirates,"If you have a yellow {Supernovas} type Character other than [Scratchmen Apoo], this Character gains [Blocker].",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-108.png?250425
OP10-109,Basil Hawkins,R,CHARACTER,4,Slash,5000,1000,Yellow,3,Supernovas/Hawkins Pirates,[On K.O.] Trash up to 1 card from the top of your opponent's Life cards.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-109.png?250425
OP10-110,Heat & Wire,C,CHARACTER,3,Slash/Special,4000,1000,Yellow,3,Kid Pirates,[On Play] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-110.png?250425
OP10-111,Monkey.D.Luffy,R,CHARACTER,1,Strike,2000,1000,Yellow,3,Supernovas/Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-111.png?250425
OP10-111,Monkey.D.Luffy,R,CHARACTER,1,Strike,2000,1000,Yellow,3,Supernovas/Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-111_p1.png?250425
OP10-112,"Eustass""Captain""Kid",SR,CHARACTER,8,Special,9000,-,Yellow,3,Supernovas/Kid Pirates,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-112.png?250425
OP10-112,"Eustass""Captain""Kid",SR,CHARACTER,8,Special,9000,-,Yellow,3,Supernovas/Kid Pirates,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-112_p1.png?250425
OP10-113,Roronoa Zoro,UC,CHARACTER,3,Slash,5000,-,Yellow,3,Supernovas/Straw Hat Crew,"If you have less Life cards than your opponent, this Character gains [Rush].",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-113.png?250425
OP10-114,X.Drake,UC,CHARACTER,3,Slash,3000,2000,Yellow,3,Supernovas/Navy/Drake Pirates,"[Activate: Main] You may rest this Character: If the number of your Life cards is equal to or less than the number of your opponent's Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-114.png?250425
OP10-115,Let's Meet Again in the New World,C,EVENT,2,,-,-,Yellow,3,Supernovas/Kid Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 0 Life cards, draw 1 card.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-115.png?250425
OP10-116,Damned Punk,R,EVENT,4,,-,-,Yellow,3,Supernovas/Kid Pirates,"[Main] Look at up to 1 card from the top of your or your opponent's Life cards and place it at the top or bottom of the Life cards. Then, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-116.png?250425
OP10-117,ROOM,UC,EVENT,1,,-,-,Yellow,3,Supernovas/Heart Pirates,"[Counter] If you have 1 or less Life cards, up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, set up to 1 of your Characters with a cost of 5 or less as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-117.png?250425
OP10-118,Monkey.D.Luffy,SEC,CHARACTER,6,Strike,7000,1000,Black,3,Dressrosa/Supernovas/Straw Hat Crew,"Once per turn, this Character cannot be K.O.'d by your opponent's effects.[When Attacking] You may place 3 cards from your trash at the bottom of your deck in any order: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-118.png?250425
OP10-118,Monkey.D.Luffy,SEC,CHARACTER,6,Strike,7000,1000,Black,3,Dressrosa/Supernovas/Straw Hat Crew,"Once per turn, this Character cannot be K.O.'d by your opponent's effects.[When Attacking] You may place 3 cards from your trash at the bottom of your deck in any order: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-118_p1.png?250425
OP10-119,Trafalgar Law,SEC,CHARACTER,7,Slash,9000,-,Yellow,3,Dressrosa/Supernovas/Heart Pirates,"[On Play] Reveal up to 1 {Supernovas} type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your {Supernovas} type Leader.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-119.png?250425
OP10-119,Trafalgar Law,SEC,CHARACTER,7,Slash,9000,-,Yellow,3,Dressrosa/Supernovas/Heart Pirates,"[On Play] Reveal up to 1 {Supernovas} type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your {Supernovas} type Leader.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-119_p1.png?250425
OP10-119,Trafalgar Law,SEC,CHARACTER,7,Slash,9000,-,Yellow,3,Dressrosa/Supernovas/Heart Pirates,"[On Play] Reveal up to 1 {Supernovas} type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your {Supernovas} type Leader.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP10-119_p2.png?250425
EB01-056,Charlotte Flampe,SP CARD,CHARACTER,1,Special,1000,2000,Yellow,2,Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Draw 1 card.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p2.png?250425
OP07-021,Urouge,SP CARD,CHARACTER,4,Strike,5000,1000,Green,2,Supernovas/Fallen Monk Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] Set up to 1 of your DON!! cards as active.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/OP07-021_p2.png?250425
ST12-012,Charlotte Pudding,SP CARD,CHARACTER,2,Wisdom,2000,2000,Blue,2,Big Mom Pirates,[Activate: Main] Return this Character to the owner's hand.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/ST12-012_p1.png?250425
ST14-003,Sanji,SP CARD,CHARACTER,5,Strike,6000,-,Black,2,Straw Hat Crew,"[On Play] If you have a Character with a cost of 6 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/ST14-003_p1.png?250425
ST15-002,Edward.Newgate,SP CARD,CHARACTER,7,Special,8000,-,Red,3,The Four Emperors/Whitebeard Pirates,[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with 5000 power or less.,-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/ST15-002_p1.png?250425
ST18-001,Uso-Hachi,SP CARD,CHARACTER,3,Ranged,3000,2000,Purple,3,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",-ROYAL BLOOD- [OP-10],https://en.onepiece-cardgame.com/images/cardlist/card/ST18-001_p1.png?250425
